Date,Order ID,SKU,Transaction type,Payment Type,Payment Detail,Amount,Quantity,Product Title
26-Mar-16,113-6322679-0570632,BQ-4FEP-C3OH,Order Payment,Product charges,,$24.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,113-6322679-0570632,BQ-4FEP-C3OH,Order Payment,Promo rebates,,$0.00,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,113-6322679-0570632,BQ-4FEP-C3OH,Order Payment,Promo rebates,,$0.00,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,002-3389584-2510618,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
26-Mar-16,002-3389584-2510618,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
26-Mar-16,002-3389584-2510618,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$4.50,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
26-Mar-16,002-3389584-2510618,22-Q94M-YDGP,Order Payment,Product charges,,$29.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
26-Mar-16,104-6880137-7346645,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,104-6880137-7346645,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,104-6880137-7346645,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.25,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,104-6880137-7346645,3Y-2VGV-AZ21,Order Payment,Product charges,,$29.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,104-6880137-7346645,3Y-2VGV-AZ21,Order Payment,Promo rebates,,$0.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,104-6880137-7346645,3Y-2VGV-AZ21,Order Payment,Promo rebates,,-$15.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,102-3217018-3160252,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,102-3217018-3160252,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,102-3217018-3160252,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,102-3217018-3160252,BQ-4FEP-C3OH,Order Payment,Product charges,,$24.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,106-8966224-1664212,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,106-8966224-1664212,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,106-8966224-1664212,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,106-8966224-1664212,BQ-4FEP-C3OH,Order Payment,Product charges,,$24.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,112-1689274-6818623,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,112-1689274-6818623,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,112-1689274-6818623,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,112-1689274-6818623,BQ-4FEP-C3OH,Order Payment,Product charges,,$24.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
26-Mar-16,102-4866493-0413009,IM-VFRS-GRIO,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Humanscale Zon Air Purifier in Red
26-Mar-16,102-4866493-0413009,IM-VFRS-GRIO,Order Payment,Amazon fees,FBA Weight Handling Fee,-$8.69,,Humanscale Zon Air Purifier in Red
26-Mar-16,102-4866493-0413009,IM-VFRS-GRIO,Order Payment,Amazon fees,Referral Fee on Item Price,-$7.05,,Humanscale Zon Air Purifier in Red
26-Mar-16,102-4866493-0413009,IM-VFRS-GRIO,Order Payment,Product charges,,$46.99,1,Humanscale Zon Air Purifier in Red
26-Mar-16,002-6852257-6356216,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,002-6852257-6356216,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,002-6852257-6356216,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.25,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,002-6852257-6356216,3Y-2VGV-AZ21,Order Payment,Product charges,,$29.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,002-6852257-6356216,3Y-2VGV-AZ21,Order Payment,Promo rebates,,-$15.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,106-1053440-2253020,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,106-1053440-2253020,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,106-1053440-2253020,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.25,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,106-1053440-2253020,3Y-2VGV-AZ21,Order Payment,Product charges,,$29.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,106-1053440-2253020,3Y-2VGV-AZ21,Order Payment,Promo rebates,,-$15.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,110-8605803-9845040,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,110-8605803-9845040,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,110-8605803-9845040,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.25,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,110-8605803-9845040,3Y-2VGV-AZ21,Order Payment,Product charges,,$29.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,110-8605803-9845040,3Y-2VGV-AZ21,Order Payment,Promo rebates,,-$15.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
26-Mar-16,109-4642115-0874659,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
26-Mar-16,109-4642115-0874659,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
26-Mar-16,109-4642115-0874659,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$4.50,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
26-Mar-16,109-4642115-0874659,22-Q94M-YDGP,Order Payment,Product charges,,$29.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
25-Mar-16,108-2442289-9434635,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
25-Mar-16,108-2442289-9434635,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
25-Mar-16,108-2442289-9434635,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$4.50,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
25-Mar-16,108-2442289-9434635,22-Q94M-YDGP,Order Payment,Product charges,,$29.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
25-Mar-16,102-9847091-0605051,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,102-9847091-0605051,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,102-9847091-0605051,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.25,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,102-9847091-0605051,3Y-2VGV-AZ21,Order Payment,Product charges,,$29.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,102-9847091-0605051,3Y-2VGV-AZ21,Order Payment,Promo rebates,,-$15.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,111-1287328-8269022,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,111-1287328-8269022,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,111-1287328-8269022,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.25,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,111-1287328-8269022,3Y-2VGV-AZ21,Order Payment,Product charges,,$29.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,111-1287328-8269022,3Y-2VGV-AZ21,Order Payment,Promo rebates,,-$15.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,110-4817395-5661835,Q3-3IFR-V1ZN,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Humanscale Zon Air Purifier in White
25-Mar-16,110-4817395-5661835,Q3-3IFR-V1ZN,Order Payment,Amazon fees,FBA Weight Handling Fee,-$8.30,,Humanscale Zon Air Purifier in White
25-Mar-16,110-4817395-5661835,Q3-3IFR-V1ZN,Order Payment,Amazon fees,Referral Fee on Item Price,-$6.75,,Humanscale Zon Air Purifier in White
25-Mar-16,110-4817395-5661835,Q3-3IFR-V1ZN,Order Payment,Product charges,,$44.99,1,Humanscale Zon Air Purifier in White
25-Mar-16,112-4428586-6441066,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,112-4428586-6441066,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,112-4428586-6441066,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.25,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,112-4428586-6441066,3Y-2VGV-AZ21,Order Payment,Product charges,,$29.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,112-4428586-6441066,3Y-2VGV-AZ21,Order Payment,Promo rebates,,-$15.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,115-6789364-8372249,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,115-6789364-8372249,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,115-6789364-8372249,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.25,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,115-6789364-8372249,3Y-2VGV-AZ21,Order Payment,Product charges,,$29.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,115-6789364-8372249,3Y-2VGV-AZ21,Order Payment,Promo rebates,,-$15.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,002-1131402-0745864,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,002-1131402-0745864,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,002-1131402-0745864,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.25,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,002-1131402-0745864,3Y-2VGV-AZ21,Order Payment,Product charges,,$29.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,002-1131402-0745864,3Y-2VGV-AZ21,Order Payment,Promo rebates,,-$15.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,116-8681050-8515468,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,116-8681050-8515468,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,116-8681050-8515468,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,116-8681050-8515468,BQ-4FEP-C3OH,Order Payment,Product charges,,$24.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,002-7003421-0170618,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
25-Mar-16,002-7003421-0170618,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
25-Mar-16,002-7003421-0170618,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$4.50,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
25-Mar-16,002-7003421-0170618,22-Q94M-YDGP,Order Payment,Product charges,,$29.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
25-Mar-16,110-3748519-1146642,2O-P69W-826P,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,"Guardmax - Waterproof Mattress Protector Cover - Fitted Style - Quiet! - Twin Size (39""x75"") - Skirt Stretches to 16""!"
25-Mar-16,110-3748519-1146642,2O-P69W-826P,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$2.12,,"Guardmax - Waterproof Mattress Protector Cover - Fitted Style - Quiet! - Twin Size (39""x75"") - Skirt Stretches to 16""!"
25-Mar-16,110-3748519-1146642,2O-P69W-826P,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.68,,"Guardmax - Waterproof Mattress Protector Cover - Fitted Style - Quiet! - Twin Size (39""x75"") - Skirt Stretches to 16""!"
25-Mar-16,110-3748519-1146642,2O-P69W-826P,Order Payment,Amazon fees,Referral Fee on Item Price,-$5.10,,"Guardmax - Waterproof Mattress Protector Cover - Fitted Style - Quiet! - Twin Size (39""x75"") - Skirt Stretches to 16""!"
25-Mar-16,110-3748519-1146642,2O-P69W-826P,Order Payment,Product charges,,$33.98,2,"Guardmax - Waterproof Mattress Protector Cover - Fitted Style - Quiet! - Twin Size (39""x75"") - Skirt Stretches to 16""!"
25-Mar-16,002-6034283-7862616,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,002-6034283-7862616,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,002-6034283-7862616,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.25,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,002-6034283-7862616,3Y-2VGV-AZ21,Order Payment,Product charges,,$29.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,002-6034283-7862616,3Y-2VGV-AZ21,Order Payment,Promo rebates,,-$15.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,106-9285981-9005864,NC-G0TY-M0V9,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,"Guardmax - Bedbug Proof/Waterproof Mattress Protector Cover - Zippered Style - Quiet! - Twin Size (39""x75""x9"")"
25-Mar-16,106-9285981-9005864,NC-G0TY-M0V9,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,"Guardmax - Bedbug Proof/Waterproof Mattress Protector Cover - Zippered Style - Quiet! - Twin Size (39""x75""x9"")"
25-Mar-16,106-9285981-9005864,NC-G0TY-M0V9,Order Payment,Amazon fees,FBA Weight Handling Fee,-$2.34,,"Guardmax - Bedbug Proof/Waterproof Mattress Protector Cover - Zippered Style - Quiet! - Twin Size (39""x75""x9"")"
25-Mar-16,106-9285981-9005864,NC-G0TY-M0V9,Order Payment,Amazon fees,Referral Fee on Item Price,-$4.05,,"Guardmax - Bedbug Proof/Waterproof Mattress Protector Cover - Zippered Style - Quiet! - Twin Size (39""x75""x9"")"
25-Mar-16,106-9285981-9005864,NC-G0TY-M0V9,Order Payment,Product charges,,$26.99,1,"Guardmax - Bedbug Proof/Waterproof Mattress Protector Cover - Zippered Style - Quiet! - Twin Size (39""x75""x9"")"
25-Mar-16,109-5285948-8631464,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,109-5285948-8631464,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Weight Handling Fee,-$4.01,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,109-5285948-8631464,3Y-2VGV-AZ21,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.25,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,109-5285948-8631464,3Y-2VGV-AZ21,Order Payment,Product charges,,$29.99,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,109-5285948-8631464,3Y-2VGV-AZ21,Order Payment,Promo rebates,,-$15.00,1,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
25-Mar-16,112-0156673-7457828,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,112-0156673-7457828,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,112-0156673-7457828,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,112-0156673-7457828,BQ-4FEP-C3OH,Order Payment,Product charges,,$24.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,104-7748505-4925856,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,104-7748505-4925856,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,104-7748505-4925856,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,104-7748505-4925856,BQ-4FEP-C3OH,Order Payment,Product charges,,$24.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
25-Mar-16,110-8667563-9230669,3Y-2VGV-AZ21,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow
